Corpus,System,Pair,Contextual,Features,Merged,AllMinPairs,BetweenMinPairs,WithinMinPairs,AllEntropy,WithinEntropy,SegEntropy,BiphoneEntropy,HiSegTok,LoSegTok,HiSegType,LoSegType
Am,AE_td_e,zs,1,1,Unmerged,32,13,19,3.96E-05,2.95E-05,0.000362154,0.001099412,0.05314584,0.031820437,0.067226709,0.0357279
Am,AE_td_e,rd,1,1,Unmerged,44,23,21,5.05E-05,2.25E-05,0.000253566,0.000394661,0.032134898,0.02945441,0.043617886,0.041496149
Am,AE_td_e,rl,1,1,Unmerged,64,30,34,6.56E-05,5.37E-05,0.000712674,0.001275872,0.048577284,0.02945441,0.054499881,0.041496149
Am,AE_td_e,rn,1,1,Unmerged,29,10,19,2.92E-05,2.48E-05,0.001171586,0.001007991,0.072942382,0.02945441,0.06366291,0.041496149
Am,AE_td_e,dn,1,1,Unmerged,56,23,33,7.38E-05,4.22E-05,0.000686811,0.000902231,0.072942382,0.032134898,0.06366291,0.043617886
Am,AE_td_e,dt,1,1,Merged,95,41,54,7.21E-05,5.48E-05,0.000857845,0.001002567,0.091145867,0.032134898,0.07085524,0.043617886
Am,AE_td_e,kt,1,1,Unmerged,59,25,34,5.17E-05,4.26E-05,0.000989797,0.001167138,0.091145867,0.034291559,0.07085524,0.046854434
Am,AE_td_e,ln,1,1,Unmerged,39,14,25,5.01E-05,2.54E-05,0.000937199,0.001153141,0.072942382,0.048577284,0.06366291,0.054499881
Am,AE_td_e,st,1,1,Unmerged,66,32,34,4.71E-05,3.56E-05,0.000576242,0.001146345,0.091145867,0.05314584,0.07085524,0.067226709
Sl,Slovak_VV,Aa,0,1,Unmerged,892,201,691,0.001261414,0.000918566,0.016808501,0.018258853,0.078252103,0.022620887,0.082863708,0.023328911
Sl,Slovak_VV,AO,0,1,Unmerged,26,2,24,1.79E-05,1.71E-05,0.002276027,0.002090223,0.022620887,0.002134059,0.023328911,0.003380133
Sl,Slovak_VV,ao,0,1,Unmerged,1501,113,1388,0.003875324,0.003726905,0.036682652,0.038424796,0.091536918,0.078252103,0.083795402,0.082863708
Sl,Slovak_VV,aQ,0,1,Merged,12,2,10,3.23E-05,8.43E-06,0.002013144,0.001736179,0.078252103,0.001249829,0.082863708,0.001003363
Sl,Slovak_VV,Ee,0,1,Unmerged,1160,953,207,0.001138561,0.000181241,0.007572312,0.006032341,0.080320326,0.006924661,0.074383393,0.0097411
Sl,Slovak_VV,EI,0,1,Unmerged,4628,142,4486,0.002070724,0.002041508,0.004792314,0.003776126,0.019857886,0.006924661,0.022920838,0.0097411
Sl,Slovak_VV,EO,0,1,Unmerged,11,1,10,1.05E-05,1.01E-05,0.0015483,0.000988198,0.006924661,0.002134059,0.0097411,0.003380133
Sl,Slovak_VV,ei,0,1,Unmerged,3858,362,3496,0.005706507,0.005433945,0.034381577,0.032398899,0.080320326,0.07813619,0.084484299,0.074383393
Sl,Slovak_VV,eo,0,1,Unmerged,568,140,428,0.001084322,0.000863018,0.037179673,0.03641515,0.091536918,0.080320326,0.083795402,0.074383393
Sl,Slovak_VV,eQ,0,1,Merged,2,2,0,1.41E-06,3.15E-07,0.002023272,0.001598006,0.080320326,0.001249829,0.074383393,0.001003363
Sl,Slovak_VV,Ii,0,1,Unmerged,1367,532,835,0.001646614,0.00111385,0.015463915,0.014491818,0.07813619,0.019857886,0.084484299,0.022920838
Sl,Slovak_VV,IU,0,1,Unmerged,1370,61,1309,0.001248825,0.001205905,0.006099654,0.004973022,0.019857886,0.010412205,0.022920838,0.01102675
Sl,Slovak_VV,iu,0,1,Unmerged,2724,108,2616,0.005606546,0.005494784,0.020555392,0.016521841,0.07813619,0.031423268,0.084484299,0.030753209
Sl,Slovak_VV,UO,0,1,Unmerged,26,3,23,1.52E-05,1.30E-05,0.001791284,0.001338578,0.010412205,0.002134059,0.01102675,0.003380133
Sl,Slovak_VV,uo,0,1,Unmerged,719,79,640,0.001016848,0.000873223,0.021879426,0.019636856,0.091536918,0.031423268,0.083795402,0.030753209
Sl,Slovak_VV,uW,0,1,Unmerged,11,5,6,1.07E-05,7.28E-06,0.002955227,0.00245689,0.031423268,0.002699966,0.030753209,0.001336842
Sl,Slovak_VV,Oo,0,1,Unmerged,1118,24,1094,0.000865292,0.000860082,0.003187135,0.002939293,0.091536918,0.002134059,0.083795402,0.003380133
Sl,Slovak_VV,oW,0,1,Unmerged,25,2,23,3.70E-05,3.56E-05,0.003836039,0.003799131,0.091536918,0.002699966,0.083795402,0.001336842
Sl,Slovak_CC,bd,0,1,Unmerged,244,59,185,0.000233236,0.000177064,0.010480035,0.010602641,0.033034493,0.018335609,0.029335923,0.015517017
Sl,Slovak_CC,bg,0,1,Unmerged,8,0,8,3.98E-06,3.98E-06,0.002354556,0.002311604,0.018335609,0.002441876,0.015517017,0.004202129
Sl,Slovak_CC,bm,0,1,Unmerged,135,23,112,0.000171882,0.00013536,0.011231492,0.010148301,0.038848701,0.018335609,0.035025545,0.015517017
Sl,Slovak_CC,bJ,0,1,Unmerged,22,5,17,1.52E-05,1.19E-05,0.002180327,0.001374399,0.018335609,0.002187638,0.015517017,0.001526983
Sl,Slovak_CC,cs,0,1,Unmerged,68,5,63,6.59E-05,5.33E-05,0.009281263,0.008075179,0.046298297,0.01200452,0.037490072,0.011864836
Sl,Slovak_CC,ct,0,1,Unmerged,84,9,75,0.00010971,7.81E-05,0.008972255,0.008643967,0.042189165,0.01200452,0.041567878,0.011864836
Sl,Slovak_CC,cC,0,1,Unmerged,344,46,298,0.000385948,0.000364746,0.005264752,0.005066944,0.012258058,0.01200452,0.012689758,0.011864836
Sl,Slovak_CC,cD,0,1,Unmerged,26,7,19,1.27E-05,7.00E-06,0.001507695,0.001097561,0.01200452,0.001548541,0.011864836,0.002492318
Sl,Slovak_CC,dg,0,1,Unmerged,19,4,15,7.95E-06,6.36E-06,0.002783416,0.002909924,0.033034493,0.002441876,0.029335923,0.004202129
Sl,Slovak_CC,dt,0,1,Unmerged,168,9,159,0.00015682,0.000141574,0.016149281,0.015779427,0.042189165,0.033034493,0.041567878,0.029335923
Sl,Slovak_CC,dz,0,1,Unmerged,376,17,359,0.000471954,0.000416508,0.011303476,0.010489776,0.033034493,0.021002307,0.029335923,0.021329499
Sl,Slovak_CC,dJ,0,1,Unmerged,54,10,44,3.75E-05,3.18E-05,0.0025664,0.001811633,0.033034493,0.002187638,0.029335923,0.001526983
Sl,Slovak_CC,dD,0,1,Unmerged,922,53,869,0.000937252,0.000930476,0.001979638,0.001658913,0.033034493,0.001548541,0.029335923,0.002492318
Sl,Slovak_CC,fh,0,1,Unmerged,10,3,7,7.99E-06,6.48E-06,0.002453363,0.001992242,0.013792942,0.002973815,0.015252281,0.003650719
Sl,Slovak_CC,fp,0,1,Unmerged,29,3,26,2.37E-05,2.22E-05,0.003201568,0.002440191,0.032599556,0.002973815,0.031683441,0.003650719
Sl,Slovak_CC,fs,0,1,Unmerged,25,11,14,1.41E-05,9.28E-06,0.00351623,0.002628106,0.046298297,0.002973815,0.037490072,0.003650719
Sl,Slovak_CC,fv,0,1,Unmerged,23,0,23,1.05E-05,1.05E-05,0.003521294,0.002992643,0.046558838,0.002973815,0.046891843,0.003650719
Sl,Slovak_CC,fS,0,1,Unmerged,8,4,4,4.77E-06,3.30E-06,0.002279904,0.001665284,0.011204686,0.002973815,0.013128546,0.003650719
Sl,Slovak_CC,gJ,0,1,Unmerged,5,2,3,2.02E-06,1.45E-06,0.001002454,0.000645394,0.002441876,0.002187638,0.004202129,0.001526983
Sl,Slovak_CC,hs,0,1,Unmerged,132,12,120,8.19E-05,7.46E-05,0.010134852,0.00794702,0.046298297,0.013792942,0.037490072,0.015252281
Sl,Slovak_CC,hv,0,1,Unmerged,202,20,182,0.000172367,0.000146615,0.01015607,0.008746348,0.046558838,0.013792942,0.046891843,0.015252281
Sl,Slovak_CC,hz,0,1,Unmerged,98,9,89,5.90E-05,5.48E-05,0.007315309,0.005856003,0.021002307,0.013792942,0.021329499,0.015252281
Sl,Slovak_CC,hS,0,1,Unmerged,98,25,73,4.63E-05,3.51E-05,0.005382653,0.003999447,0.013792942,0.011204686,0.015252281,0.013128546
Sl,Slovak_CC,hZ,0,1,Unmerged,64,9,55,4.42E-05,3.83E-05,0.004839588,0.003699536,0.013792942,0.009180937,0.015252281,0.00882257
Sl,Slovak_CC,jL,0,1,Unmerged,21,7,14,3.91E-05,1.68E-05,0.00361536,0.002526892,0.015660156,0.00508126,0.013975407,0.004771091
Sl,Slovak_CC,kp,0,1,Unmerged,156,37,119,0.00014706,0.000107969,0.014526633,0.012477276,0.034375021,0.032599556,0.038382275,0.031683441
Sl,Slovak_CC,kt,0,1,Unmerged,154,47,107,0.000134317,0.000103272,0.016489962,0.017892145,0.042189165,0.034375021,0.041567878,0.038382275
Sl,Slovak_CC,kT,0,1,Unmerged,36,19,17,4.68E-05,1.45E-05,0.007602629,0.004596252,0.034375021,0.010410454,0.038382275,0.008057616
Sl,Slovak_CC,ln,0,1,Unmerged,302,159,143,0.000319468,0.000201392,0.023299566,0.023927389,0.054735079,0.052661253,0.062081231,0.053602379
Sl,Slovak_CC,lr,0,1,Unmerged,372,125,247,0.000385862,0.000250801,0.022582381,0.02341494,0.052661253,0.051412124,0.053602379,0.052597554
Sl,Slovak_CC,lL,0,1,Merged,289,16,273,0.000199135,0.000195213,0.005385062,0.004715793,0.052661253,0.00508126,0.053602379,0.004771091
Sl,Slovak_CC,mn,0,1,Unmerged,193,66,127,0.00037086,0.00022607,0.019884201,0.017467856,0.054735079,0.038848701,0.062081231,0.035025545
Sl,Slovak_CC,mN,0,1,Unmerged,32,7,25,2.45E-05,2.29E-05,0.003397107,0.002450748,0.038848701,0.003020741,0.035025545,0.003937394
Sl,Slovak_CC,nN,0,1,Unmerged,1520,66,1454,0.001676295,0.001653456,0.003711108,0.00306171,0.054735079,0.003020741,0.062081231,0.003937394
Sl,Slovak_CC,pt,0,1,Unmerged,280,38,242,0.000293547,0.000230678,0.01603672,0.01351988,0.042189165,0.032599556,0.041567878,0.031683441
Sl,Slovak_CC,pT,0,1,Unmerged,27,3,24,2.16E-05,1.85E-05,0.007452134,0.003560105,0.032599556,0.010410454,0.031683441,0.008057616
Sl,Slovak_CC,st,0,1,Unmerged,247,21,226,0.000290213,0.000238566,0.019172583,0.014700635,0.046298297,0.042189165,0.041567878,0.037490072
Sl,Slovak_CC,sz,0,1,Unmerged,79,15,64,5.32E-05,4.52E-05,0.013079216,0.009835369,0.046298297,0.021002307,0.037490072,0.021329499
Sl,Slovak_CC,sS,0,1,Unmerged,1799,105,1694,0.002164287,0.002129657,0.008878717,0.008201213,0.046298297,0.011204686,0.037490072,0.013128546
Sl,Slovak_CC,tT,0,1,Unmerged,598,52,546,0.000647803,0.000569132,0.008192731,0.005533667,0.042189165,0.010410454,0.041567878,0.008057616
Sl,Slovak_CC,tC,0,1,Unmerged,104,17,87,0.000143646,0.000126072,0.009091251,0.008478167,0.042189165,0.012258058,0.041567878,0.012689758
Sl,Slovak_CC,vz,0,1,Unmerged,193,8,185,0.000147779,0.000136343,0.013109656,0.011230537,0.046558838,0.021002307,0.046891843,0.021329499
Sl,Slovak_CC,vZ,0,1,Unmerged,114,32,82,9.33E-05,6.31E-05,0.00780747,0.007411359,0.046558838,0.009180937,0.046891843,0.00882257
Sl,Slovak_CC,zD,0,1,Unmerged,68,0,68,4.97E-05,4.97E-05,0.001766317,0.00132994,0.021002307,0.001548541,0.021329499,0.002492318
Sl,Slovak_CC,zZ,0,1,Unmerged,1572,44,1528,0.001338492,0.001327298,0.005805476,0.00516512,0.021002307,0.009180937,0.021329499,0.00882257
Sl,Slovak_CC,TJ,0,1,Unmerged,9,2,7,4.36E-06,3.72E-06,0.00182072,0.000754294,0.010410454,0.002187638,0.008057616,0.001526983
Sl,Slovak_CC,TC,0,1,Unmerged,76,42,34,7.04E-05,2.87E-05,0.004895643,0.002617399,0.012258058,0.010410454,0.012689758,0.008057616
Sl,Slovak_CC,TS,0,1,Unmerged,108,5,103,0.000111649,8.31E-05,0.004686083,0.002005985,0.011204686,0.010410454,0.013128546,0.008057616
Sl,Slovak_CC,JG,0,1,Unmerged,14,2,12,6.73E-06,5.97E-06,0.000462004,0.000245616,0.002187638,0.000615634,0.001526983,0.001105747
Sl,Slovak_CC,JZ,0,1,Unmerged,20,5,15,2.11E-05,1.84E-05,0.001743044,0.001091812,0.009180937,0.002187638,0.00882257,0.001526983
Sl,Slovak_CC,CG,0,1,Unmerged,20,0,20,1.77E-05,1.76E-05,0.000774043,0.000442845,0.012258058,0.000615634,0.012689758,0.001105747
Sl,Slovak_CC,CS,0,1,Unmerged,80,17,63,5.81E-05,4.71E-05,0.005084191,0.004406743,0.012258058,0.011204686,0.013128546,0.012689758
Sl,Slovak_CC,DG,0,1,Unmerged,7,0,7,2.74E-06,2.74E-06,0.000404581,0.000257069,0.001548541,0.000615634,0.002492318,0.001105747
Sl,Slovak_CC,GZ,0,1,Unmerged,19,7,12,9.05E-06,6.03E-06,0.000719892,0.000420264,0.009180937,0.000615634,0.00882257,0.001105747
Sp,Spanish_CC,bd,0,1,Unmerged,480,369,111,0.000850394,0.000420167,0.016755502,0.016297889,0.044598453,0.026358777,0.048574558,0.028198477
Sp,Spanish_CC,bg,0,1,Unmerged,155,61,94,0.000369237,0.000312783,0.008303638,0.007959397,0.026358777,0.011461021,0.028198477,0.01124154
Sp,Spanish_CC,bm,0,1,Unmerged,260,127,133,0.000383688,0.000189338,0.014236972,0.01342473,0.031336819,0.026358777,0.029243145,0.028198477
Sp,Spanish_CC,bp,0,1,Unmerged,268,129,139,0.000405503,0.000181607,0.013958691,0.012305605,0.030082252,0.026358777,0.028198477,0.025970356
Sp,Spanish_CC,kg,0,1,Unmerged,115,65,50,7.15E-05,3.54E-05,0.009196873,0.009257315,0.03408974,0.011461021,0.03813292,0.01124154
Sp,Spanish_CC,kx,0,1,Unmerged,71,41,30,7.85E-05,3.20E-05,0.009082311,0.008328907,0.03408974,0.011230333,0.03813292,0.010027807
Sp,Spanish_CC,dg,0,1,Unmerged,76,43,33,0.00010898,5.48E-05,0.010162974,0.009117921,0.044598453,0.011461021,0.048574558,0.01124154
Sp,Spanish_CC,dn,0,1,Unmerged,153,84,69,0.000121129,7.06E-05,0.027911685,0.022167265,0.072859432,0.044598453,0.072521184,0.048574558
Sp,Spanish_CC,dt,0,1,Unmerged,209,108,101,0.000366311,9.88E-05,0.02423944,0.023949133,0.053714839,0.044598453,0.052849119,0.048574558
Sp,Spanish_CC,fp,0,1,Unmerged,72,38,34,0.000147857,8.94E-05,0.008195983,0.00628996,0.030082252,0.010276927,0.025970356,0.010169115
Sp,Spanish_CC,fs,0,1,Unmerged,68,34,34,0.00010646,3.48E-05,0.011126351,0.008487761,0.072762708,0.010276927,0.075425564,0.010169115
Sp,Spanish_CC,fT,0,1,Unmerged,24,7,17,2.60E-05,2.42E-05,0.007683063,0.006900192,0.025533196,0.010276927,0.02193299,0.010169115
Sp,Spanish_CC,jL,0,1,Merged,21,11,10,9.18E-06,2.83E-06,0.001198329,0.000989672,0.002838268,0.002077214,0.00285139,0.001476162
Sp,Spanish_CC,Ct,0,1,Unmerged,107,52,55,6.81E-05,3.34E-05,0.002842188,0.002799577,0.053714839,0.001799505,0.052849119,0.002392139
Sp,Spanish_CC,Ll,0,1,Unmerged,103,59,44,7.20E-05,3.26E-05,0.002810594,0.002673991,0.032459368,0.002077214,0.032712757,0.00285139
Sp,Spanish_CC,lr,0,1,Unmerged,245,139,106,0.000514839,0.000160472,0.022782038,0.024460601,0.069141356,0.032459368,0.070517641,0.032712757
Sp,Spanish_CC,mn,0,1,Unmerged,124,65,59,0.00013255,6.36E-05,0.022805372,0.019780739,0.072859432,0.031336819,0.072521184,0.029243145
Sp,Spanish_CC,mN,0,1,Unmerged,19,10,9,2.79E-05,1.56E-05,0.003105021,0.002867597,0.031336819,0.002407214,0.029243145,0.001680554
Sp,Spanish_CC,nN,0,1,Unmerged,45,16,29,3.06E-05,2.50E-05,0.003813788,0.003681063,0.072859432,0.002407214,0.072521184,0.001680554
Sp,Spanish_CC,pt,0,1,Unmerged,127,69,58,0.000145821,6.91E-05,0.019580459,0.016457358,0.053714839,0.030082252,0.052849119,0.025970356
Sp,Spanish_CC,rR,0,1,Unmerged,79,32,47,5.79E-05,4.37E-05,0.010297684,0.007262136,0.069141356,0.00940074,0.070517641,0.01195565
Sp,Spanish_CC,sT,0,1,Merged,64,36,28,8.84E-05,5.40E-05,0.020152664,0.016756474,0.072762708,0.025533196,0.075425564,0.02193299
Sp,Spanish_CC,sx,0,1,Unmerged,86,35,51,0.000141509,9.52E-05,0.011825949,0.011511962,0.072762708,0.011230333,0.075425564,0.010027807
Sp,Spanish_CC,tT,0,1,Unmerged,157,64,93,0.000358841,0.000208171,0.017827597,0.017518598,0.053714839,0.025533196,0.052849119,0.02193299
Sp,Spanish_CC,Tx,0,1,Unmerged,64,32,32,0.000119061,3.70E-05,0.008098193,0.007544734,0.025533196,0.011230333,0.02193299,0.010027807
